rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,top_rank
4.32,479134,33440,33500,415000,10.99,1
3.77,725358,85322,45700,769000,8.99,0
3.9,74749,10456,,88500,10.99,0
4.01,45552,5073,,41700,5.99,0
4.15,143258,17897,16000,261000,9.17,1
4.32,23667,2294,659,12900,6.99,1
3.97,34070,5132,4023,35400,13.99,0
3.9,64449,11855,1488,81100,12.99,0
3.81,121067,10141,6928,123000,12.99,0
3.69,266446,27022,15900,235000,9.99,0
3.71,246083,20074,9386,17000,11.99,0
4.1,24448,2638,924,19000,4.99,1
4.17,56933,6005,3333,110000,9.99,1
3.89,325241,27586,36500,170000,11.99,0
4.31,26365,2684,2331,19200,9.99,1
3.72,31452,4946,,44500,12.99,0
4.36,13057,1172,768,8656,9.99,1
3.85,29329,4789,3386,33200,11.99,0
4.24,1019828,99187,76600,1000000,11.99,1
4.41,751154,66420,46300,533000,11.99,1
4.47,1490090,106337,89300,1000000,14.99,1
4.39,2916036,200352,172000,50000,12.99,1
4.05,1149641,104054,56100,142000,11.99,1
3.95,767744,59145,39100,596000,12.99,0
4.46,1030605,66785,102000,912000,12.99,1
4.11,220701,30633,19500,384000,11.99,1
3.94,354901,29042,29800,298000,11.99,0
3.9,428428,46507,14200,13600,7.99,0
4.12,234579,19575,18100,262000,13.99,1
4.46,52936,10147,1334,61000,9.99,1
4.07,102708,11852,4932,142000,5.99,1
4.33,111091,12680,6929,140000,11.99,1
4.35,106672,17226,41,6539,11.99,1
3.83,361720,49246,34200,619000,9,0
3.8,74530,10630,1480,67900,10.49,0
3.71,103723,13240,3961,104000,7.99,0
3.83,161584,13459,12400,196000,11.49,0
3.81,1337314,129201,63600,979000,12.99,0
4.28,530779,60854,20000,647000,10.99,1
3.93,217169,16169,66900,294000,16.99,0
4.24,163076,12834,13600,70400,12.99,1
4.2,7836,1409,614,,4.99,1
4.43,60833,9875,2191,78500,9.99,1
4.02,15378,2104,847,13000,4.99,3
3.49,6973,1085,204,11800,9.99,0
3.89,114051,18232,14700,185000,13.99,0
3.43,52971,5245,5634,33800,6.99,0
3.83,161700,19716,5045,5798,12.99,0
3.92,807750,75733,22100,681000,10.99,0
3.94,190535,16547,15600,243000,13.99,0
3.9,201517,24895,7426,281000,9.99,0
4.03,291996,42978,33300,678000,12.99,2
4.41,96138,10360,11200,114000,15.99,1
4.09,4299,893,648,8863,2.99,1
4.19,186988,24884,7402,207000,9.99,1
4.03,134029,20880,13100,287000,9.99,2
4.16,32362,5797,694,24000,11.99,1
4.22,211326,23482,30600,176000,8.63,1
3.86,140285,13492,5504,189000,11.99,0
4.51,22283,2014,2142,5744,5.99,1
4.18,83844,13792,2320,123000,13.99,1
4.17,25347,4121,2508,42600,9.99,1
4.02,287417,23255,28700,476000,12.99,3
3.93,191611,38262,17900,358000,12.99,0
3.45,27467,5844,9727,139000,12.99,0
4.18,616566,75509,52500,601000,12.99,1
4.22,75246,10168,5909,161000,13.99,1
4.22,128233,22634,17900,250000,9.99,1
4.28,413833,34149,43000,310000,12.99,1
4.47,57143,5089,7169,86800,12.99,1
3.85,88397,8223,18600,97500,13.99,0
3.81,100243,15166,4358,117000,13.99,0
4.52,157141,13942,12600,263000,7.99,1
4.19,10563,1515,878,8378,13.99,1
4.03,81512,14569,545,105000,11.99,2
3.65,37285,3913,5091,61100,12.49,0
3.99,6838,1064,662,29500,14.99,0
3.88,27565,3664,2497,52900,9.99,0
4.28,60066,6857,7779,98800,11.99,1
4.71,192990,26631,14800,311000,11.99,1
3.85,52462,6649,4839,92700,9.99,0
3.83,20852,3758,369,37000,4.99,0
3.85,16931,2057,1964,39700,9.99,0
3.88,67645,11336,9490,172000,9.99,0
4.24,121408,15073,14600,170000,12.99,1
4.16,120344,11949,16300,161000,12.99,1
3.92,219754,20395,10100,234000,8.99,0
4.43,31279,2741,2620,15000,8.99,1
4.39,17599,1334,2551,3629,3.99,1
3.74,46509,7096,3809,120000,9.99,0
4.34,221998,19636,70000,400000,17.99,1
3.9,63901,9654,3633,82300,7.67,0
4.58,419895,35329,3552,109000,9.99,1
3.76,79407,8483,4130,82500,9.99,0
4.51,536572,66600,36300,16700,12.99,1
4.3,641955,59862,44900,435000,11.99,1
4.05,988388,92080,42600,900000,12.99,1
4.47,940938,84645,67500,473000,8.21,1
4.16,1331970,142593,40300,1000000,13.99,1
3.89,1089785,102559,48300,1000000,9.99,0
4.45,241473,21637,18900,276000,15.99,1
3.75,325859,36718,25400,366000,13.99,0
3.75,356309,36911,15300,411000,14.49,0
4.06,326061,37434,13600,376000,12.99,1
3.84,914504,60499,42600,21600,13.99,0
4.31,5337,590,2561,21000,14.99,1
4.26,206638,28035,37900,335000,13.99,1
4.13,52643,8508,2229,64900,9.99,1
4.38,2809,468,794,8586,13.99,1
3.96,111173,15462,2290,167000,12.99,0
4.51,20792,2234,1091,9470,8.99,1
4.15,396673,34095,13200,376000,14.99,1
3.82,311906,22735,21400,298000,9.99,0
3.7,85497,12493,2527,157000,9.99,0
4.02,39500,6089,1333,77700,13.99,3
3.97,520428,49836,16400,543000,13.99,0
3.95,75663,9349,4892,148000,7.99,0
3.55,75930,9490,2261,43,13.99,0
3.98,49651,9656,1365,97600,8.99,0
4.18,80230,15628,3573,197000,9.99,1
3.72,26319,4313,1901,60600,18.99,0
4.26,67837,6627,3657,111000,12.99,1
4.31,100221,12923,4712,192000,11.99,1
3.83,113096,15803,8392,114000,12.99,0
4.39,209181,18936,10400,112000,12.99,1
3.97,2391,592,121,8710,9.99,0
3.7,295,51,10,1747,3.99,0
3.72,89210,16230,4022,167000,12.99,0
3.85,55024,6272,3824,99500,13.99,0
4.25,37901,5481,7148,181000,9.99,1
3.39,12193,1874,613,35800,13.99,0
4.56,31241,2999,487,51800,9.99,1
4.34,39037,4021,5872,44000,9.99,1
4.03,145024,18251,9661,309000,11.99,2
4.13,214454,16743,8602,186000,13.99,1
3.78,508425,49558,29400,639000,14.99,0
4.53,388089,50917,48100,407000,8.21,1
4.19,764641,94471,71800,1000000,13.99,1
4.09,220731,26728,11100,421000,11.99,1
4.41,466673,57694,39700,555000,18.99,1
4.22,476751,61081,20600,502000,12.99,1
4.21,192938,37490,41700,568000,15.49,1
4.22,489718,47868,13400,483000,10.99,1
3.93,413983,53394,13200,450000,9.99,0
4.31,213366,26225,6042,311000,10.99,1
3.94,328085,30640,8088,288000,13.99,0
4.12,77999,14022,8067,345000,10.99,1
3.67,490701,41520,27900,539000,14.99,0
4.54,172655,32059,6323,250000,11.99,1
3.72,107562,19275,4581,212000,10.99,0
4.41,65509,10082,2426,113000,8.99,1
4.13,60472,11889,3875,3310,11.99,1
3.79,108279,12445,,205000,13.99,0
4.14,266921,30942,14100,251000,10.99,1
3.67,107532,12925,4468,147000,9.99,0
4.08,173161,15881,14100,192000,7.99,1
4.01,177065,21412,14000,219000,14.99,0
3.84,25348,5277,2568,117000,11.99,0
4.12,218822,26296,36200,270000,14.99,1
3.91,56310,9959,2884,171000,9.99,0
4.04,92877,9640,4050,169000,9.99,2
3.98,87088,9255,3833,112000,8.54,0
3.57,36114,4840,1155,58300,10.99,0
3.88,95442,11515,6377,129000,12.99,0
3.87,13620,2172,1282,29900,11.99,0
4.39,153274,12995,8655,119000,12.99,1
4.13,115785,13904,3390,130000,13.99,1
4.02,9175,1365,318,29200,13.99,3
3.8,126716,13181,8069,203000,11.99,0
4.34,50145,9003,4120,9150,10.99,1
4.37,694599,85998,118000,424000,14.99,1
4.01,86232,15627,,43000,12.99,0
4.13,116599,23222,5205,195000,11.99,1
4.45,98145,15213,10300,212000,9.99,1
4.07,62201,12492,7197,258000,12.99,1
4.2,248890,23665,31600,397000,12.99,1
4.33,199744,27722,6928,295000,11.99,1
4.38,66343,7020,8198,163000,14.99,1
3.96,51801,9946,5317,187000,14.99,0
3.71,89153,15870,6139,190000,12.99,0
3.87,336894,37769,52700,227000,17.99,0
4.39,27016,4913,8078,218000,9.99,1
4.09,182165,22727,32400,324000,15.99,1
3.68,156723,20684,12100,217000,13.99,0
3.3,99333,11903,5449,164000,10.99,0
4.54,84076,11600,2929,104000,9.99,1
3.97,158732,13621,12200,206000,14.99,0
4.32,49505,6344,5393,113000,2.99,1
4.26,63931,5778,4674,170000,11.99,1
3.44,54628,9400,2053,88200,12.99,0
3.7,49941,8331,5511,135000,12.99,0
4.04,33904,4726,2981,126000,6.99,2
4.63,41,33,6,129,4.99,1
4.34,11836,2254,246,16200,12.99,1
4.5,39096,5693,4029,52900,9.99,1
3.8,13163,2138,1314,107000,14.99,0
4.72,10851,1189,625,2930,5.99,1
3.93,27610,4151,2684,105000,12.99,0
4.53,13757,1348,675,5004,4.99,1
4.05,43405,7847,4509,110000,10.99,1
3.84,54016,5056,6272,85800,1.99,0
3.63,92277,11634,8705,197000,13.99,0
4.23,75313,7984,16200,184000,14.99,1
3.71,28725,5293,1179,92800,13.99,0
4.04,28296,3328,3550,92100,13.99,2
3.73,22032,4214,1354,94100,12.99,0
3.71,18607,4781,1129,108000,12.99,0
4.38,56960,10700,7060,78000,10.99,1
3.53,14873,3933,1962,108000,12.99,0
4.04,97887,14501,4234,218000,11.99,2
4.04,111748,20679,8046,277000,8.99,2
3.94,25114,3759,3287,86000,13.99,0
4.48,123166,14066,45100,294000,9.24,1
4.22,4840,795,289,8533,9.99,1
4.09,1316,456,106,7875,14.99,1
3.96,317332,36853,28300,217000,16.99,0
4.45,1295,415,283,7175,6.99,1
3.88,52184,8456,5924,173000,14.99,0
3.89,30119,7408,3103,175000,2.99,0
4.4,39085,7071,2402,28800,3.99,1
3.89,46650,5282,3184,78000,9.99,0
4.09,35815,3767,5257,80200,7.99,1
4.06,17587,3574,551,39400,11.99,1
3.67,19039,2658,803,42100,14.99,0
3.89,20992,3479,4033,84900,12.99,0
4.24,26566,3479,3609,36600,11.99,1
3.84,14991,3523,4485,149000,14.99,0
4.3,28248,4007,6021,133000,13.99,1
