Hs,Hmax,Tz,Tp,Peak Direction,SST,SST_Range
1.55,2.66,6.121,8.838,88,26.3,3
1.482,2.52,6.029,8.833,81,26.35,3
1.595,2.68,6.219,8.888,83,26.35,3
1.468,2.88,6.102,8.863,80,26.4,3
1.468,2.44,6.204,8.784,81,26.45,3
1.483,2.58,6.073,8.453,81,26.5,3
1.468,2.74,6.073,8.553,83,26.55,3
1.403,2.63,5.791,8.82,83,26.6,3
1.278,2.11,5.663,8.173,84,26.55,3
1.29,2.31,5.841,8.558,87,26.55,3
1.509,2.62,6.167,8.554,80,26.6,3
1.382,2.18,5.977,8.603,88,26.55,3
1.293,2.37,5.605,7.716,92,26.55,3
1.23,2.1,5.517,8.253,84,26.55,3
1.308,2.08,5.544,7.535,90,26.55,3
1.32,2.51,5.943,8.812,87,26.6,3
1.392,2.33,5.693,8.283,91,26.55,3
1.394,2.35,5.91,8.172,92,26.55,3
1.308,2.15,5.489,8.34,94,26.5,3
1.362,2.19,5.541,8.58,92,26.6,3
1.256,2.32,5.524,8.124,81,26.55,3
1.316,2.21,5.875,8.825,95,26.6,3
1.258,2.44,5.613,8.521,84,26.65,3
1.294,2.2,5.937,8.151,88,26.7,3
1.29,2.13,5.983,8.914,83,26.7,3
1.422,2.44,6.238,8.196,85,26.7,3
1.379,2.06,6.311,8.242,83,26.6,3
1.14,1.7,5.933,8.27,81,26.65,3
1.221,1.91,5.951,8.153,85,26.45,3
1.237,1.88,5.813,8.156,88,26.6,3
1.204,2.29,5.788,8.196,85,26.6,3
1.239,2.1,6.076,8.378,78,26.6,3
1.188,2.35,6.058,8.537,81,26.55,3
1.274,2.19,6.497,8.158,80,26.6,3
1.199,1.73,6.4,8.256,84,26.55,3
1.121,1.72,5.935,7.864,84,26.55,3
1.223,1.91,6.093,7.994,90,26.55,3
1.193,2.17,6.274,8.412,91,26.5,3
1.131,1.67,6.297,8.151,84,26.5,3
1.156,1.76,6.344,8.123,85,26.5,3
1.188,1.89,6.166,7.864,85,26.5,3
1.145,2.04,6.411,8.692,85,26.45,3
1.133,1.78,6.151,8.845,92,26.45,3
1.175,2.09,6.453,8.458,88,26.5,3
1.169,1.77,6.481,8.464,88,26.5,3
1.187,1.9,6.126,8.159,85,26.5,3
1.212,2.21,6.169,8.431,87,26.5,3
1.049,1.94,5.613,8.524,87,26.5,3
1.134,2.19,5.835,7.83,85,26.5,3
1.121,1.85,5.893,8.188,90,26.5,3
1.071,1.54,5.844,7.856,85,26.55,3
1.154,1.84,6.132,7.912,84,26.6,3
1.08,1.86,5.859,8.523,84,26.65,3
1.019,1.63,5.773,8.248,84,26.7,3
1.036,1.6,6.292,8.452,84,26.8,3
1.025,2.13,6.088,8.151,83,26.9,3
0.991,1.52,6.28,8.474,87,26.9,3
0.973,1.54,5.96,8.884,85,26.9,3
1.029,1.57,5.927,8.224,83,26.9,3
1.035,1.63,5.953,7.851,91,26.9,3
0.991,1.69,5.739,7.502,83,26.85,3
0.994,2.01,5.525,8.871,94,26.85,3
0.951,1.57,5.328,8.937,87,26.85,3
0.983,1.7,5.077,8.849,85,26.8,3
0.993,1.6,5.09,8.572,92,26.8,3
0.916,1.68,4.815,7.093,87,26.8,3
0.998,1.74,5.205,9.333,83,26.8,3
0.972,1.73,5.266,7.833,92,26.75,3
0.954,1.57,5.006,8.87,87,26.75,3
1.074,1.87,5.34,8.441,87,26.8,3
0.988,1.76,5.057,8.956,84,26.8,3
1.05,1.72,5.291,8.858,92,26.75,3
1.046,2.13,5.221,8.276,92,26.7,3
1.033,1.55,5.062,8.235,78,26.7,3
1.022,1.8,5.24,8.621,97,26.65,3
1.057,2.12,5.378,9.272,104,26.6,3
1.167,1.72,5.526,8.69,102,26.55,3
1.159,1.81,5.791,8.925,98,26.55,3
1.139,2.12,5.416,8.91,99,26.5,3
1.081,1.78,5.422,8.835,94,26.5,3
1.15,1.89,5.972,8.546,92,26.5,3
1.134,1.96,6.076,8.608,88,26.5,3
1.133,1.94,5.949,9.711,95,26.5,3
1.166,1.89,5.927,9.275,91,26.5,3
1.118,1.75,6.176,8.802,92,26.55,3
1.08,1.64,5.989,9.313,99,26.55,3
1.074,2.24,6.115,9.025,90,26.55,3
1.059,2.04,5.827,8.502,95,26.55,3
1.073,1.81,5.76,9.753,94,26.55,3
1.133,1.94,6.112,9.001,94,26.55,3
1.095,1.81,5.722,9.672,84,26.55,3
1.09,1.71,5.867,9.314,91,26.55,3
1.075,1.76,5.788,9.239,90,26.55,3
1.165,2.26,5.826,8.533,87,26.55,3
1.231,2.19,6.184,9.239,87,26.55,3
1.2,1.99,5.992,9.316,85,26.55,3
1.177,2.21,6.238,9.728,84,26.6,3
1.163,2.24,6.158,9.787,83,26.65,3
1.263,1.97,6.731,9.843,90,26.7,3
1.092,1.79,6.182,8.5,81,26.8,3
1.145,2.04,6.042,9.624,90,26.9,3
1.281,2.06,7.046,10.213,87,26.95,3
1.349,2,6.988,9.301,94,26.9,3
1.362,2.13,6.836,10.036,90,27,3
1.201,2.06,6.905,9.299,85,27,3
1.375,2.51,6.977,9.766,94,26.9,3
1.349,2.46,7.097,9.884,95,27.05,3
1.443,2.35,7.526,10.328,88,27.05,3
1.528,2.45,7.67,10.394,95,27.05,3
1.384,2.25,7.467,10.246,95,27.05,3
1.541,2.62,7.633,9.77,90,27.05,3
1.376,2.26,7.137,10.326,97,27.05,3
1.462,2.54,7.397,10.389,97,27.05,3
1.476,2.38,7.27,10.262,91,27,3
1.296,1.98,7.043,10.78,88,27,3
1.403,2.42,7.065,10.31,90,27,3
1.431,2.17,7.459,9.887,87,27,3
1.572,2.37,7.766,10.27,85,27,3
1.646,2.33,8.05,10.134,81,27,3
1.503,2.61,6.979,10.186,88,26.95,3
1.481,2.42,6.974,10.246,90,26.95,3
1.484,2.49,6.66,9.79,85,26.95,3
1.549,2.65,7.274,10.213,78,26.95,3
1.414,2.4,6.622,10.045,84,26.95,3
1.569,2.37,7.266,10.292,84,26.9,3
1.457,2.27,6.501,9.326,84,26.9,3
1.583,2.76,6.822,10.717,80,26.9,3
1.633,2.5,6.857,10.406,91,26.9,3
1.487,2.22,6.925,10.256,85,26.9,3
1.43,2.59,6.689,9.919,90,26.9,3
1.598,2.98,7.119,9.802,88,26.75,3
1.544,2.45,7.008,10.237,87,26.6,3
1.403,2.51,6.47,10.694,90,26.55,3
1.542,2.75,6.708,9.745,78,26.7,3
1.429,2.63,6.813,9.805,80,26.75,3
1.457,2.74,7.061,10.568,87,26.7,3
1.405,2.94,6.469,10.705,71,26.7,3
1.432,2.44,6.235,10.363,99,26.7,3
1.509,2.38,6.327,10.207,83,26.7,3
1.512,2.33,6.552,10.157,88,26.7,3
1.544,2.45,6.852,9.918,83,26.65,3
1.456,2.23,6.652,10.287,92,26.7,3
1.442,2.41,6.822,9.787,83,26.7,3
1.49,2.17,7.364,10.193,91,26.75,3
1.48,2.67,6.835,9.569,84,26.85,3
1.512,2.33,7.034,9.893,87,27,3
1.597,2.41,7.343,9.419,80,27.15,3
1.566,2.54,7.296,10.246,85,27.4,3
1.479,2.27,7.044,9.428,80,27.55,3
1.602,2.48,7.09,9.802,78,27.65,3
1.603,2.65,7.763,10.231,85,27.7,3
1.48,2.18,7.149,9.784,80,27.8,3
1.311,2.17,6.591,8.986,78,27.55,3
1.445,2.27,6.866,9.302,85,27.5,3
1.257,1.98,6.635,9.523,77,27.3,3
1.339,2.15,6.686,9.621,87,27.3,3
1.353,2.09,6.746,10.207,81,27.3,3
1.307,2.34,6.604,10.185,78,27.25,3
1.418,2.34,7.182,9.877,81,27.35,3
1.364,2.03,6.916,9.752,85,27.35,3
1.294,2.06,6.968,10.084,81,27.45,3
1.531,2.68,7.241,10.247,83,27.45,3
1.305,2.14,6.775,9.273,83,27.4,3
1.333,2.39,6.699,9.156,83,27.25,3
1.333,1.88,6.834,9.642,99,27.2,3
1.452,2.57,7.289,9.685,91,27.15,3
1.235,1.77,6.888,9.668,88,27.15,3
1.262,2.15,6.679,9.429,90,27.2,3
1.201,2.22,6.461,9.373,98,27.2,3
1.198,2.1,6.66,9.326,90,27.2,3
1.329,2.19,7.119,9.337,99,27.15,3
1.24,1.86,6.911,9.336,94,27.15,3
1.172,2.02,6.715,9.308,94,27.15,3
1.247,1.87,6.947,9.23,97,27.2,3
1.173,2.22,6.503,8.948,90,27.15,3
1.145,1.96,6.745,8.503,88,27.1,3
1.156,2.26,6.961,8.877,99,27.1,3
1.245,2.19,6.969,9.238,97,27.1,3
1.161,2,7.243,9.28,95,27.15,3
1.155,2,7.081,9.3,92,27.1,3
1.12,1.86,6.766,9.007,90,27.1,3
1.028,1.71,6.927,8.541,85,27.05,3
1.131,1.59,7.233,8.998,90,27.05,3
1.056,1.8,6.267,8.808,84,27.05,3
1.153,2.05,6.446,9.327,85,27.05,3
1.157,2.05,6.919,8.953,81,27.05,3
1.153,2.28,6.834,8.901,74,27,3
1.09,1.85,6.389,9.232,84,27,3
1.116,1.67,6.406,9.027,74,27,3
1.166,1.83,6.261,8.916,83,27,3
1.035,2.04,5.887,9.634,78,27,3
1.152,2.08,5.733,9.271,75,27,3
1.038,1.81,6.074,8.577,74,27,3
1.015,1.69,6.115,8.553,73,27.05,3
1.111,1.93,5.726,9.397,85,27.1,3
1.152,1.73,6.277,9.304,80,27.1,3
1.105,1.85,6.046,9.497,90,27.15,3
1.095,1.9,5.888,8.936,90,27.2,3
0.983,1.63,5.807,8.834,81,27.25,3
1.026,1.63,5.822,8.747,85,27.25,3
1.08,1.7,5.547,8.508,91,27.2,3
1.108,1.81,5.315,9.232,90,27.2,3
1.116,1.771,5.471,8.947,92,27.15,3
1.101,1.69,5.156,8.612,88,27.1,3
1.161,2.37,5.388,8.64,98,27.15,3
1.16,1.85,5.249,8.808,94,27.1,3
1.171,2.03,5.405,8.856,94,27.1,3
1.167,1.83,5.187,8.824,94,27.1,3
1.238,1.93,5.287,8.841,94,27.1,3
1.166,1.88,5.014,8.589,99,27.05,3
1.139,1.86,5.178,8.925,97,27,3
1.263,1.93,5.427,9.598,98,27,3
1.202,2.23,5.226,7.636,88,27,3
1.299,2.24,5.335,8.842,108,27,3
1.205,1.81,5.216,9.627,88,27,3
1.308,2.1,5.175,8.9,97,26.95,3
1.323,2.45,5.281,8.559,101,26.95,3
1.386,2.53,5.445,9.313,108,26.95,3
1.325,2.33,5.47,9.342,106,26.95,3
1.407,2.28,5.616,9.129,105,26.9,3
1.334,1.97,5.538,9.031,112,26.9,3
1.403,2.43,5.825,8.552,102,26.9,3
1.473,2.76,5.865,9.593,113,26.9,3
1.559,2.3,6.006,8.941,104,26.9,3
1.474,2.31,6.064,9.35,112,26.9,3
1.747,2.62,6.61,9.302,115,26.85,3
1.613,2.79,6.212,9.746,111,26.85,3
1.662,2.78,6.368,9.416,115,26.85,3
1.752,3.26,6.91,9.718,123,26.85,3
1.613,2.99,6.455,9.45,122,26.85,3
1.733,2.78,6.778,8.521,112,26.85,3
1.839,3.26,6.764,9.758,115,26.85,3
1.832,3.15,6.66,9.673,113,26.85,3
1.747,2.78,6.516,9.884,111,26.85,3
1.8,3.13,6.577,10.853,123,26.85,3
1.844,2.65,6.632,9.783,125,26.85,3
2.023,3.45,7.099,12.076,125,26.85,3
2.041,3.19,6.215,11.832,118,26.85,3
2.082,3.64,6.328,11.695,123,26.85,3
1.92,3.14,6.361,11.579,120,26.85,3
2.08,3.85,6.718,12.6,126,26.85,3
2.141,3.85,6.722,12.221,125,26.85,3
1.961,3.57,6.627,11.504,123,26.9,3
1.961,3.24,6.743,13.382,125,26.9,3
1.962,3.35,6.723,12.898,123,26.95,3
1.885,3,6.762,13.794,123,26.9,3
2.04,3.66,7.063,13.702,126,26.95,3
1.799,2.91,6.538,13.693,126,26.95,3
2.065,3.29,7.318,13.794,125,26.95,3
2.01,4.19,7.577,13.635,125,26.95,3
2.122,3.23,7.655,13.775,120,27,3
2.126,3.23,7.95,12.251,123,27,3
2.197,3.72,7.997,14.45,123,27,3
2.102,3.28,7.64,13.068,123,27,3
2.225,3.62,8.024,13.959,128,26.95,3
2.178,3.73,7.694,13.768,125,26.9,3
2.134,3.35,7.633,13.767,128,26.9,3
1.981,3.82,7.026,13.646,126,26.9,3
2.124,3.32,7.641,13.864,129,26.9,3
2.127,3.55,7.396,13.434,126,26.9,3
2.245,4.33,6.947,13.815,126,26.9,3
2.242,3.81,6.944,13.763,125,26.85,3
2.296,3.52,7.053,13.761,122,26.85,3
2.462,3.83,7.034,13.101,128,26.85,3
2.391,3.51,7.006,12.987,123,26.85,3
2.423,3.92,7.025,12.889,123,26.85,3
2.35,4.56,6.572,12.077,123,26.85,3
2.652,4.69,7.175,13.03,128,26.85,3
2.502,4.22,6.776,13.077,125,26.8,3
2.659,4.56,7.015,13.737,123,26.8,3
2.6,4.371,7.086,13.174,126,26.75,3
2.533,4.22,7.152,13.132,126,26.75,3
2.662,4.14,7.365,13.117,123,26.75,3
2.756,4.34,7.21,12.896,126,26.75,3
2.956,4.88,7.157,12.993,122,26.75,3
2.757,4.7,7.16,13.088,123,26.7,3
2.787,4.345,7.294,13.66,123,26.7,3
2.78,5.12,7.545,13.028,126,26.7,3
3.007,5.03,7.473,13.599,120,26.7,3
3.137,4.4,8.683,13.769,123,26.65,3
2.996,5.1,8.428,13.558,125,26.65,3
3.121,5.63,8.642,13.813,122,26.65,3
2.612,4.46,7.63,13.569,120,26.65,3
2.806,4.12,7.847,13.803,120,26.65,3
3.28,5.23,9.335,13.774,122,26.65,3
2.682,4.52,8.024,12.867,120,26.65,3
2.756,4.85,8.149,13.788,119,26.65,3
2.882,5.36,8.3,13.015,120,26.65,3
2.66,4.09,8.529,13.718,122,26.65,3
2.794,4.33,8.458,13.371,112,26.65,3
2.878,5.02,8.198,13.07,119,26.7,3
2.979,5.18,8.737,13.777,119,26.7,3
2.592,4.84,8.22,13.698,120,26.7,3
2.703,5.04,8.281,13.059,122,26.7,3
2.591,4.57,8.4,13.066,120,26.65,3
2.587,3.94,8.384,12.768,120,26.65,3
2.681,4.09,8.279,12.951,125,26.65,3
2.434,3.74,8.724,12.842,123,26.7,3
2.641,4.11,9.102,12.974,122,26.7,3
2.572,4.25,9.225,13.504,123,26.7,3
2.574,3.77,9.881,13.118,125,26.7,3
2.434,4.39,9.389,13.432,122,26.7,3
2.635,3.69,9.992,13.613,123,26.7,3
2.079,3.6,8.899,13.133,122,26.65,3
2.122,3.22,8.631,12.941,123,26.65,3
2.216,3.49,8.773,13.024,122,26.65,3
1.883,3.13,8.242,13.593,123,26.65,3
1.902,3.13,7.566,13.542,122,26.65,3
1.826,3.1,7.236,13.631,120,26.65,3
1.769,3.212,6.725,12.846,123,26.65,3
1.781,2.69,6.293,12.962,123,26.65,3
1.975,3.13,6.495,9.288,113,26.65,3
1.98,3.39,6.215,13.66,120,26.65,3
2.14,3.92,6.049,12.916,119,26.65,3
2.161,3.38,6.09,12.824,118,26.65,3
2.059,3.355,5.998,12.922,123,26.65,3
2.139,3.662,6.184,12.801,120,26.65,3
2.023,3.231,6.531,11.61,123,26.65,3
2.132,3.39,6.303,11.493,116,26.65,3
2.027,3.39,6.042,12.297,122,26.65,3
2.211,3.65,6.743,12.779,123,26.65,3
2.028,3.49,6.655,12.913,120,26.65,3
1.903,2.91,6.449,13.115,120,26.65,3
2.057,3.03,6.676,13.04,118,26.65,3
1.901,3.05,6.162,12.176,120,26.65,3
1.843,2.87,6.259,12.107,119,26.65,3
2.074,3.92,6.746,12.883,125,26.65,3
1.944,3.54,6.571,12.227,123,26.6,3
1.886,2.99,6.679,9.765,119,26.6,3
1.774,3.14,6.408,11.52,118,26.6,3
1.842,2.7,6.793,12.681,122,26.6,3
1.775,2.94,6.557,12.895,119,26.55,3
1.955,3.52,6.507,12.874,120,26.55,3
1.773,2.99,6.453,12.839,113,26.55,3
1.728,2.82,6.229,12.745,113,26.55,3
1.755,2.63,7.058,12.934,109,26.55,3
1.731,2.47,6.826,12.304,109,26.55,3
1.677,2.66,6.242,12.045,118,26.6,3
1.743,2.85,6.672,12.157,118,26.6,3
1.715,3.15,6.526,11.73,119,26.65,3
1.68,2.45,6.576,11.419,113,26.65,3
1.769,2.51,6.474,10.966,116,26.65,3
1.593,2.64,5.907,10.825,116,26.65,3
1.821,2.99,6.955,12.014,126,26.7,3
1.691,2.45,6.938,12.679,122,26.7,3
1.609,3.58,6.93,12.26,112,26.7,3
1.687,3.22,6.631,12.015,120,26.7,3
1.696,2.48,6.787,11.521,123,26.65,3
1.814,3.14,7.058,10.846,109,26.65,3
1.684,3.31,7.173,12.688,108,26.65,3
1.721,3.25,6.982,12.644,123,26.65,3
1.72,2.91,6.706,11.987,129,26.65,3
1.818,2.9,6.775,11.701,115,26.65,3
1.719,2.8,6.749,12.648,119,26.6,3
1.711,2.55,6.497,12.117,116,26.6,3
2.019,3.36,7.087,12.107,115,26.6,3
1.773,3.04,6.296,12.093,119,26.6,3
1.92,3.09,6.427,12.135,122,26.6,3
1.912,3.16,6.506,12.247,111,26.6,3
1.957,3.76,6.88,12.457,118,26.6,3
1.834,3.52,6.399,12.8,106,26.6,3
1.968,3.12,6.327,12.208,108,26.6,3
1.958,2.99,6.377,11.603,111,26.55,3
2.099,3.32,6.287,12.034,125,26.55,3
2.218,3.89,6.273,12.166,113,26.55,3
2.172,3.51,6.065,12.836,106,26.5,3
2.355,4.46,6.131,12.216,113,26.5,3
2.255,4.271,6.02,12.101,112,26.45,3
2.377,3.651,6.069,5.2,119,26.45,3
2.019,3.34,5.979,12.798,116,26.45,3
2.138,3.57,5.907,10.251,116,26.45,3
2.164,4.26,6.83,9.833,123,26.4,3
2.147,3.16,6.748,12.764,113,26.4,3
2.003,2.91,6.746,12.847,120,26.4,3
2.074,3.5,6.872,12.2,115,26.4,3
1.966,3.17,7.124,11.531,113,26.4,3
1.769,3.01,6.714,12.838,116,26.4,3
1.684,2.6,6.423,12.797,119,26.4,3
1.786,2.83,6.733,11.752,109,26.4,3
1.891,3.28,7.119,11.849,109,26.4,3
1.625,2.89,6.414,12.925,119,26.4,3
1.767,3.32,6.835,10.822,112,26.35,3
1.865,2.94,7.284,10.28,112,26.35,3
1.743,2.84,7.159,11.814,120,26.35,3
1.69,2.82,7.132,10.94,125,26.35,3
1.679,2.63,7.009,11.026,123,26.4,3
1.641,2.64,6.61,12.966,119,26.35,3
1.714,2.83,7.754,11.021,113,26.4,3
1.791,2.82,7.386,12.896,113,26.55,3
1.707,3.08,8.177,13.261,111,26.6,3
1.965,3.23,8.328,12.894,112,26.65,3
1.994,3.02,8.073,13.111,115,26.75,3
1.965,2.85,8.025,11.059,118,26.75,3
2.112,3.09,8.177,12.686,119,26.75,3
2.036,3.23,8.167,13.666,120,26.8,3
1.887,2.7,7.892,12.869,116,26.85,3
1.944,3.04,7.871,13.28,120,26.9,3
1.734,2.72,7.379,12.187,118,26.9,3
1.8,2.83,7.74,13.452,123,26.95,3
1.778,2.93,7.68,13.066,125,26.95,3
1.723,3.19,7.49,12.967,122,26.9,3
1.662,2.55,7.468,13.043,122,26.95,3
1.722,2.58,7.24,12.246,123,26.95,3
1.651,2.92,6.978,11.966,128,26.95,3
1.728,2.87,7.084,11.019,120,26.95,3
1.74,3.05,6.912,13.797,123,26.9,3
1.659,2.42,6.755,11.241,116,26.9,3
1.611,3,6.43,10.877,126,26.9,3
1.524,2.2,6.415,13.632,115,26.9,3
1.519,3.05,6.529,11.516,116,26.85,3
1.539,2.94,6.148,10.265,120,26.85,3
1.647,2.92,6.334,10.508,123,26.9,3
1.552,2.84,6.16,9.353,122,26.85,3
1.613,2.45,6.421,12.923,112,26.9,3
1.575,2.31,6.541,10.186,118,26.9,3
1.574,2.71,6.679,13.277,122,26.9,3
1.658,2.98,6.526,10.36,122,26.9,3
1.529,2.95,6.474,10.296,123,26.85,3
1.589,2.63,6.656,11.637,125,26.85,3
1.531,2.72,6.19,10.863,119,26.85,3
1.603,2.53,6.661,10.644,122,26.85,3
1.664,2.54,6.821,10.239,120,26.8,3
1.464,2.48,6.516,12.71,116,26.85,3
1.622,3.33,7.088,12.232,122,26.85,3
1.615,2.98,7.04,12.69,120,26.85,3
1.516,2.14,6.805,12.863,118,26.85,3
1.481,2.74,6.905,9.277,118,26.85,3
1.372,2.64,6.73,12.734,118,26.85,3
1.39,2.19,6.779,12.213,125,26.85,3
1.58,2.47,7.357,11.099,119,26.85,3
1.36,2.15,6.746,11.37,119,26.85,3
1.49,2.51,7.005,11.89,118,26.9,3
1.433,2.53,7.05,11.406,116,26.9,3
1.363,2.29,6.63,12.188,120,26.9,3
1.465,2.6,6.91,12.137,115,26.9,3
1.355,2.03,7.234,8.932,116,26.9,3
1.458,2.46,7.098,10.704,118,27,3
1.374,2.05,7.317,10.23,109,27.1,3
1.316,2.09,7.094,10.324,120,27.15,3
1.342,1.89,7.299,11.261,120,27.2,3
1.373,2.61,7.236,10.254,115,27.2,3
1.348,2.19,6.998,10.844,123,27.15,3
1.272,2.02,6.791,11.399,126,27.2,3
1.371,2.18,7.479,11.38,120,27.2,3
1.264,2.37,6.795,11.945,119,27.3,3
1.244,2.35,6.573,11.293,128,27.2,3
1.33,1.93,6.791,12.331,128,27.2,3
1.272,2.12,6.723,12.303,128,27.15,3
1.23,2.36,6.536,11.119,129,27.15,3
1.28,2.08,7.054,12.403,128,27.1,3
1.307,2.17,6.952,10.813,120,27.1,3
1.325,2.15,6.96,11.677,130,27.05,3
1.131,1.91,6.182,9.772,129,27.05,3
1.293,2.03,6.852,12.039,129,27.05,3
1.232,2.05,6.368,12.231,129,27,3
1.197,1.98,6.363,12.153,128,27,3
1.203,2.39,6.323,10.943,128,27,3
1.25,2.13,6.381,11.488,130,26.95,3
1.151,1.89,6.153,10.264,130,26.95,3
1.152,1.83,6.012,9.247,126,26.95,3
1.165,1.92,5.918,10.333,126,26.95,3
1.186,1.91,6.387,11.467,126,26.95,3
1.118,1.81,5.945,11.071,130,27,3
1.131,1.99,5.886,11.607,130,27,3
1.024,1.99,5.758,9.287,130,27,3
1.044,1.7,6.071,10.275,129,27,3
1.047,1.72,6.218,10.932,123,27,3
1.133,2.05,6.334,10.303,119,27,3
1.048,1.66,6.752,10.972,128,27,3
1.043,1.64,6.417,11.482,119,27,3
1.134,1.9,6.492,10.3,122,27,3
1.016,1.73,5.935,11.486,122,27,3
1.103,1.66,6.192,11.173,125,27,3
1.062,1.81,6.221,9.327,126,27,3
0.992,1.61,5.8,11.536,126,27,3
1.021,1.71,5.912,11.265,120,27,3
0.98,1.85,5.913,10.873,122,27,3
1.073,1.77,6.383,10.242,123,27,3
0.911,1.58,5.813,9.489,125,27,3
0.953,1.65,6.237,10.848,123,27,3
0.891,1.57,5.764,10.767,128,27.05,3
0.802,1.53,5.522,10.843,122,27.1,3
0.893,1.47,6.187,10.715,105,27.2,3
0.869,1.39,5.965,9.042,118,27.35,3
0.894,1.73,5.921,10.7,126,27.5,3
0.908,1.35,6.291,9.87,116,27.5,3
0.983,1.62,6.777,10.486,125,27.45,3
0.921,1.51,6.158,10.727,125,27.4,3
0.981,1.72,6.432,10.374,119,27.45,3
1.001,1.89,5.958,11.287,130,27.45,3
0.939,1.72,5.362,10.237,130,27.35,3
0.916,1.65,5.353,10.283,137,27.3,3
0.94,1.53,5.323,10.495,133,27.3,3
0.926,1.62,4.9,10.315,125,27.35,3
0.953,1.67,4.859,9.972,119,27.3,3
0.954,1.65,4.755,9.859,122,27.3,3
1.012,1.64,4.394,10.662,129,27.25,3
1.066,1.73,4.665,10.335,126,27.25,3
1.05,1.76,4.587,4.474,133,27.2,3
1.117,1.85,4.552,9.821,132,27.15,3
1.015,1.55,4.34,9.355,135,27.15,3
1.153,1.73,4.603,4.81,136,27.1,3
1.23,2.11,4.544,4.632,23,27.1,3
1.275,2.16,4.557,5.217,25,27.1,3
1.22,1.9,4.518,5.475,19,27.1,3
1.262,2.2,4.536,5.183,22,27.05,3
1.229,1.96,4.447,5.156,30,27.05,3
1.266,2.18,4.733,5.773,23,27.05,3
1.157,1.92,4.631,5.481,16,27.05,3
1.121,1.74,4.458,5.21,136,27,3
1.089,1.95,4.417,5.322,21,27,3
1.077,1.53,4.567,5.47,23,27,3
1.01,1.8,4.675,5.239,26,27,3
0.933,1.61,4.457,5.215,16,27,3
0.948,1.52,4.317,10.21,19,27,3
0.865,1.55,4.266,9.043,25,26.95,3
0.907,1.43,4.355,10.264,29,26.95,3
0.801,1.26,4.356,9.32,130,26.95,3
0.842,1.45,4.495,4.917,112,26.95,3
0.811,1.58,4.366,10.241,128,26.9,3
0.803,1.22,4.564,10.215,128,26.9,3
0.819,1.27,4.512,8.973,123,26.9,3
0.773,1.33,4.305,4.949,126,26.9,3
0.798,1.54,4.387,9.058,125,26.9,3
0.788,1.28,4.256,5.083,125,26.85,3
0.821,1.63,4.435,4.564,132,26.85,3
0.832,1.38,4.156,5.08,36,26.85,3
0.91,1.47,4.638,4.713,133,26.9,3
0.825,1.39,4.371,5.035,33,26.9,3
0.854,1.43,4.565,4.883,129,26.9,3
0.881,1.66,4.481,5.074,32,26.9,3
0.818,1.32,4.503,4.954,36,26.9,3
0.842,1.61,4.539,4.95,32,27,3
0.832,1.45,4.43,9.291,29,27,3
0.835,1.4,4.34,5.035,33,27.05,3
0.804,1.36,4.494,5.075,28,27.05,3
0.841,1.41,4.708,8.949,30,27.1,3
0.815,1.47,4.432,9.406,40,27.05,3
0.897,1.53,4.405,5.483,30,27.1,3
0.851,1.28,4.547,8.908,33,27.1,3
0.857,1.4,4.52,5.471,135,27.1,3
0.881,1.26,4.394,4.826,32,27.1,3
0.91,1.53,4.349,5.053,36,27.05,3
0.943,1.61,4.18,4.699,39,27.05,3
0.915,1.73,4.339,5.359,43,27,3
1.002,1.49,4.322,5.274,38,27,3
0.977,1.58,4.247,5.646,47,27,3
1.022,1.5,4.343,5.722,39,26.95,3
1.029,1.66,4.321,6.24,35,26.9,3
1.079,1.97,4.363,5.933,38,26.9,3
1.104,1.87,4.532,5.997,43,26.9,3
1.104,1.82,4.435,5.981,40,26.85,3
1.19,1.86,4.705,6.286,36,26.85,3
1.126,1.81,4.479,5.973,43,26.85,3
1.134,1.95,4.579,6.172,36,26.85,3
1.165,2.1,4.587,6.501,40,26.85,3
1.319,2.19,4.77,4.707,42,26.85,3
1.313,2.21,4.718,4.581,53,26.85,3
1.3,2.6,4.729,6.377,56,26.85,3
1.368,2.65,4.81,5.69,45,26.85,3
1.473,2.62,5.022,6.519,46,26.8,3
1.378,2.56,4.928,6.341,39,26.8,3
1.424,2.41,4.786,6.34,59,26.8,3
1.487,2.27,5.14,6.563,59,26.8,3
1.327,2.13,4.884,6.172,47,26.75,3
1.356,2.28,4.927,6.75,56,26.75,3
1.45,2.23,5.134,6.36,54,26.75,3
1.364,2.25,5.305,6.689,63,26.75,3
1.311,2.09,4.988,6.036,57,26.75,3
1.404,2.39,5.263,7.013,54,26.75,3
1.302,1.85,5.16,6.329,67,26.7,3
1.335,2.12,5.222,6.519,70,26.7,3
1.244,2.46,5.195,6.154,68,26.7,3
1.289,2.44,5.068,6.756,67,26.7,3
1.252,2.33,4.967,6.577,68,26.7,3
1.344,1.93,5.361,6.192,59,26.75,3
1.41,2.43,5.268,6.551,67,26.75,3
1.339,2.27,5.193,6.683,64,26.75,3
1.364,2.28,5.009,6.605,61,26.75,3
1.283,2.1,4.882,6.995,67,26.8,3
1.345,1.91,5.022,6.948,60,26.8,3
1.391,2.13,4.994,6.717,61,26.75,3
1.329,2.09,4.886,7.04,63,26.8,3
1.36,2.04,5.031,7.081,68,26.8,3
1.415,2.54,4.865,7.329,74,26.8,3
1.448,2.26,4.901,7.013,70,26.8,3
1.449,2.43,4.898,6.797,67,26.8,3
