language,num_pages,genres,rating_score,num_reviews,current_readers,want_to_read,price,rating
English,308,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Paranormal Romance', 'Shapeshifters']",4.34,2977,1144,19734,8.99,
English,274,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Angels', 'Urban Fantasy', 'Paranormal Romance']",3.62,939,211,113000,9.99,
English,392,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Contemporary Romance', 'High School', 'Realistic Fiction']",4.05,7909,1453,62000,9.49,
English,341,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Post Apocalyptic']",3.78,3354,502,41500,3.99,
English,341,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Post Apocalyptic']",3.78,3354,502,41500,3.99,
English,338,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotic Romance', 'Fiction']",4.3,11346,5439,101000,5.99,
English,294,"['Fiction', 'Young Adult', 'Science Fiction', 'Dystopia', 'Coming Of Age', 'Fantasy', 'Post Apocalyptic']",3.66,12492,1824,18400,13.99,
English,329,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Urban Fantasy']",4.27,4449,1160,19700,4.99,
English,360,"['Fiction', 'Young Adult', 'Historical Fiction', 'Contemporary', 'Coming Of Age', 'LGBT', 'Adult']",4.03,15924,4052,106000,9.99,
English,443,"['Fiction', 'Historical Fiction', 'Asia', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels']",4.06,10900,6088,3995,13.99,
English,326,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Shapeshifters']",4.08,1919,480,7969,1.99,
English,380,"['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Supernatural']",4.28,1659,627,92100,9.99,
English,449,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Abuse']",4.29,10383,1384,47500,0,
English,336,"['Fantasy', 'Young Adult', 'Fae', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Magic']",3.95,91,34,80700,0,
English,464,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Angels', 'Vampires', 'Urban Fantasy']",4.37,901,183,46100,7.99,
English,320,"['Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'British Literature', 'Adult Fiction', 'Literary Fiction']",3.93,20437,6130,64900,11.99,
English,201,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Supernatural']",3.75,2010,889,21200,8.99,
English,468,"['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Fantasy', 'Romance']",3.93,4858,1197,3458,9.49,
English,421,"['Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Drama', 'Chick Lit', 'Animals']",3.73,6726,3168,20800,13.99,
English,504,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Science Fiction', 'Thriller']",4.1,7580,2992,76900,9.99,
English,411,"['Paranormal Romance', 'Paranormal', 'Romance', 'Angels', 'Fantasy', 'Demons', 'Adult']",4.07,1623,796,61800,8.99,
English,297,"['Thriller', 'Suspense', 'Psychological Thriller', 'Romance', 'Mystery Thriller', 'Fiction', 'Mystery']",3.69,176,261,3565,0,
English,353,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Zombies', 'Supernatural']",4.16,2062,328,115000,9.99,
English,160,"['Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'New Adult', 'Fiction', 'Humor']",3.79,4624,1850,109000,0,
English,374,"['Fantasy', 'Young Adult', 'Romance', 'Dystopia', 'Paranormal', 'Science Fiction', 'Dragons']",3.73,2607,345,954,6.99,
English,360,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Amazon', 'Adult', 'Chick Lit']",3.95,400,422,30500,0,
English,509,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']",4.22,17024,17800,13800,0.01,
English,337,"['Fiction', 'Historical Fiction', 'Italy', 'Romance', 'Audiobook', 'Contemporary', 'Book Club']",3.68,16844,6101,1152,0,
English,216,"['Young Adult', 'Fantasy', 'Paranormal', 'Paranormal Romance', 'Romance']",4.36,64,6,5461,2.99,
English,509,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Paranormal']",4.22,2183,1088,12100,10.99,
English,468,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Demons', 'Vampires', 'Supernatural']",4.34,1071,386,113000,0,
English,204,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Vampires', 'Magic', 'Ghosts']",4.19,158,124,8734,0.99,
English,204,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Vampires', 'Magic', 'Ghosts']",4.19,158,124,8734,0.99,
English,438,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Demons', 'Magic']",4.38,2009,812,,7.99,
English,426,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit']",4.22,11455,2346,24600,6.99,
English,389,"['Mystery', 'Romance', 'Crime', 'Fiction', 'Romantic Suspense', 'Futuristic', 'Suspense']",4.31,1467,1512,326000,8.99,
English,416,"['Angels', 'Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy']",4.14,156,83,85500,5.99,
English,464,"['Young Adult', 'Science Fiction', 'Paranormal', 'Romance', 'Fantasy', 'Mystery', 'Dystopia']",3.83,1909,276,6657,0,
English,487,"['Fantasy', 'Young Adult', 'Mythology', 'Romance', 'Paranormal', 'Greek Mythology', 'Urban Fantasy']",4.18,2520,530,36900,10.99,
English,330,"['Fiction', 'Contemporary', 'Humor', 'Mystery', 'Audiobook', 'Chick Lit', 'Adult']",3.88,48350,14000,1266,7.99,
English,466,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Fiction']",4.12,9447,2894,5702,10.99,
English,239,"['Paranormal', 'Werewolves', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal Romance', 'Shapeshifters']",4.46,818,543,12100,0.99,
English,431,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Romance']",3.74,3236,787,2148,9.99,
English,294,"['Humor', 'Fiction', 'Horror']",3.97,17,10,3977,0,
English,422,"['Paranormal Romance', 'Romance', 'Paranormal', 'Fantasy', 'Shapeshifters', 'Urban Fantasy', 'Adult']",4.08,1616,378,90900,7.99,
English,444,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Magic', 'Witches', 'Romance']",4.3,1091,201,595,9.99,
English,368,"['Paranormal', 'Paranormal Romance', 'Romance', 'Witches', 'Fantasy', 'Urban Fantasy', 'Magic']",4,326,204,29500,0,
English,337,"['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Humor']",4.22,670,256,346,9.99,
English,412,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Audiobook', 'Literary Fiction', 'Literature']",4.28,8920,4978,296000,11.99,
English,246,"['Contemporary Romance', 'Romance', 'Erotica', 'Erotic Romance', 'Adult', 'Contemporary', 'Love Story']",3.87,162,,50300,2.99,
English,352,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Supernatural', 'Paranormal Romance']",3.67,1668,670,96400,7.99,
English,208,"['Paranormal', 'Vampires', 'Romance', 'Paranormal Romance', 'Fantasy', 'Fiction', 'Adult']",4.13,33,33,258000,,
English,503,"['Fiction', 'Contemporary', 'Mystery', 'Adult', 'Adult Fiction', 'Drama', 'Unfinished']",3.3,32523,15600,63600,11.99,
English,362,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Fantasy']",3.77,2784,505,83600,7.99,
English,448,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Fiction']",4.15,12713,4901,36200,12.99,
English,567,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Historical Fiction', 'Steampunk', 'Urban Fantasy']",4.56,39333,7078,31500,10.99,
English,293,"['Romance', 'New Adult', 'Sports', 'Contemporary', 'Contemporary Romance', 'Sports Romance', 'Fighters']",4.13,8274,1834,105000,0,
English,356,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotic Romance', 'BDSM']",4.18,10692,4641,153000,9.99,
English,546,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Music', 'Adult', 'Erotica']",4.41,5390,1104,304000,0,
English,193,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Chick Lit', 'Adult']",4.17,6320,1068,193000,9.99,
English,254,"['Romance', 'Contemporary', 'Contemporary Romance', 'Humor', 'New Adult', 'Adult', 'Chick Lit']",4.04,10178,2755,162724,0,
English,271,"['Romance', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Adult', 'New Adult', 'Fiction']",3.92,12395,4940,38400,8.99,
English,531,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']",3.6,70741,22200,21000,7.49,
English,321,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Abuse']",4.16,13635,13100,37900,11.99,
English,321,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Abuse']",4.16,13635,13100,37900,11.99,
English,395,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Drama']",4.19,4899,1716,10900,5.99,
English,292,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Erotica', 'Adult']",4.2,4798,1027,26600,9.99,
English,608,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'M M Romance', 'Urban Fantasy']",4.3,6336,1739,216000,8.99,
English,240,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Fiction']",4.02,4427,1592,44900,3.99,
English,339,"['Urban Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Paranormal Romance', 'Mystery', 'Ghosts']",4.42,3015,494,130000,0,
English,529,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']",4.38,4263,1456,35600,11.99,
English,454,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Dystopia', 'Retellings', 'Fiction']",4.25,38428,9886,66987,0,
English,401,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Magic', 'Urban Fantasy']",4.36,6353,1165,206000,9.99,
English,306,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'Fiction', 'Chick Lit']",3.81,9931,5572,92157,10.99,
English,338,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Erotic Romance']",4.22,3508,1257,15600,6.99,
English,338,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Erotic Romance']",4.22,3508,1257,15600,6.99,
English,336,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']",3.95,44848,15500,49800,0,
English,336,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']",3.95,44848,15500,49800,0,
English,353,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult', 'BDSM']",4.13,1917,692,285000,0,
English,353,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult', 'BDSM']",4.13,1917,692,285000,0,
English,345,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'New Adult', 'Erotic Romance']",4.14,4914,1797,14200,8.99,
English,371,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure']",4.23,19314,,17600,9.99,
English,461,"['Fantasy', 'Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Paranormal']",4.15,47917,19600,18900,13.99,
English,298,"['Romance', 'Contemporary Romance', 'Sports', 'Contemporary', 'Sports Romance', 'Erotica', 'New Adult']",4.31,1775,608,10600,0,
English,374,"['Romance', 'Dark', 'Contemporary Romance', 'Erotica', 'Contemporary', 'Adult', 'New Adult']",4.34,2448,365,27500,4.99,
English,378,"['Romance', 'BDSM', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']",4.27,2389,761,12600,5.99,
English,433,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotica', 'New Adult', 'Motorcycle']",4.19,3413,1255,141000,6.99,
English,322,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'New Adult', 'Erotica']",4.02,1854,688,18900,0,
English,308,"['Romance', 'Contemporary', 'Erotica', 'Contemporary Romance', 'Adult', 'Erotic Romance', 'Dark']",4.07,4078,1342,35900,3.99,
English,196,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Music', 'Adult', 'Erotica']",4.29,1557,496,57900,0,
English,333,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'High School', 'Contemporary Romance', 'Abuse']",3.88,14037,4539,42000,4.99,
English,342,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Shapeshifters']",4.36,3969,1686,78200,9.99,
English,286,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Music', 'Adult', 'Erotica']",4.06,7132,1284,30000,3.99,
English,396,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']",3.88,4864,3725,19200,7.99,
English,341,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Fiction']",4.13,4453,593,32100,9.99,
English,391,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure']",3.74,13969,2590,27200,9.99,
English,384,"['Romance', 'Contemporary Romance', 'New Adult', 'Contemporary', 'Adult', 'Erotica', 'Chick Lit']",4.2,3450,770,44500,7.99,
English,369,"['Romance', 'New Adult', 'Music', 'Contemporary', 'Contemporary Romance', 'Musicians', 'Erotica']",3.99,2372,501,20400,0,
English,290,"['New Adult', 'Romance', 'Contemporary', 'College', 'Contemporary Romance', 'Abuse', 'Young Adult']",3.91,3457,575,30900,3.99,
English,404,"['Romance', 'New Adult', 'Contemporary', 'College', 'Young Adult', 'Abuse', 'Contemporary Romance']",4.09,3146,667,27900,7.99,
English,345,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']",4.11,3396,2275,2787,3.99,
English,273,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Drama', 'Fiction']",4.35,4012,665,5939,0,
English,477,"['Romance', 'Contemporary Romance', 'Erotica', 'Contemporary', 'Adult', 'New Adult', 'Fiction']",4.2,3063,1244,504000,13.99,
English,438,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Adult', 'Dark', 'Suspense']",3.94,2714,393,16200,5.99,
English,290,"['Romance', 'Erotica', 'Contemporary', 'BDSM', 'Contemporary Romance', 'Erotic Romance', 'Adult']",4.07,1137,527,15200,7.99,
English,460,"['Romance', 'Erotica', 'Menage', 'BDSM', 'Erotic Romance', 'Contemporary Romance', 'Contemporary']",4.27,730,236,2183,7.99,
English,195,"['Fantasy', 'Fiction', 'Magical Realism', 'Horror', 'Audiobook', 'Young Adult', 'Adult']",4.02,58938,14700,9998,4.99,
English,209,"['Dark', 'Romance', 'BDSM', 'Erotica', 'Adult', 'Contemporary', 'Contemporary Romance']",4.25,2572,488,26900,3.99,
English,289,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Suspense']",4.11,1877,516,22900,5.99,
English,375,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Music', 'Erotic Romance', 'Adult']",4.24,1516,349,21600,9.99,
English,407,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotica', 'Romantic Suspense', 'Motorcycle']",4.31,2351,699,9207,6.99,
English,416,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']",3.97,2732,1608,13500,5.99,
English,422,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Abuse', 'Contemporary Romance', 'College']",4.31,3969,1601,31700,0,
English,367,"['Romance', 'Erotica', 'New Adult', 'Contemporary Romance', 'Contemporary', 'BDSM', 'Adult']",4.28,2456,,8025,,
English,331,"['Romance', 'New Adult', 'Music', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Musicians']",4.22,860,172,18500,0,
English,360,"['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Adult']",4.26,2735,1144,14700,8.99,
English,343,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Greek Mythology']",4.32,3268,1415,11800,4.99,
English,282,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Military Fiction', 'BDSM', 'Adult']",4.2,2080,858,13000,4.99,
English,386,"['Romance', 'BDSM', 'Contemporary Romance', 'Erotic Romance', 'Contemporary', 'Erotica', 'Adult']",4.19,1890,1280,24500,5.99,
English,515,"['New Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'Young Adult', 'College', 'Abuse']",4.23,1311,340,34700,5.99,
English,232,"['New Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'College', 'Young Adult', 'Chick Lit']",4.06,1206,298,25200,3.99,
English,329,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Paranormal Romance']",4.45,3861,1734,19700,9.99,
English,220,"['New Adult', 'Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Young Adult', 'Abuse']",3.93,1990,382,23500,8.99,
English,448,"['Young Adult', 'Fantasy', 'Angels', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural']",4.12,4021,369,5855,9.99,
English,214,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Abuse', 'Adult', 'Erotica']",3.99,3613,794,16200,0,
English,225,"['New Adult', 'Romance', 'College', 'Contemporary', 'Contemporary Romance', 'Sports', 'Young Adult']",4.11,2050,2157,4853,0,
English,352,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Music', 'Erotica', 'Adult']",4.09,2182,445,12700,2.99,
English,165,"['Romance', 'New Adult', 'Contemporary Romance', 'Music', 'Novella', 'Contemporary', 'Erotica']",4.15,781,301,9247,0,
English,401,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Music', 'Erotica', 'Adult']",4.31,2088,538,7026,0,
English,123,"['Romance', 'New Adult', 'Music', 'Contemporary Romance', 'Novella', 'Contemporary', 'Musicians']",4.29,511,85,,0,
English,435,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Demons', 'Witches', 'Magic']",4.46,2214,1110,13500,8.99,
English,360,"['Paranormal Romance', 'Romance', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Shapeshifters', 'Adult']",4.46,2370,544,15900,8.99,
English,322,"['Romance', 'New Adult', 'Contemporary Romance', 'College', 'Contemporary', 'Young Adult', 'Drama']",4.21,969,202,10700,3.99,
English,345,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'High School', 'Mental Illness']",4.2,1306,226,160000,0,
English,320,"['New Adult', 'Romance', 'Contemporary', 'Contemporary Romance', 'College', 'Sports', 'Young Adult']",4.04,2188,404,8840,5.99,
English,240,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Humor', 'Chick Lit', 'Adult']",3.81,2643,823,685000,2.99,
English,242,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Chick Lit', 'Adult', 'New Adult']",3.76,924,585,12700,0,
English,461,"['Fiction', 'Historical Fiction', 'Holocaust', 'Historical', 'Contemporary', 'World War II', 'Adult Fiction']",4.3,19744,23100,4731,13.99,
English,57,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Novella', 'Music']",4.04,870,172,2804,0,
English,483,"['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'New Adult', 'Coming Of Age', 'Audiobook']",3.96,58322,14600,10400,9.99,
English,341,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'College', 'Abuse', 'Adult']",3.92,1881,1060,11900,6.99,
English,610,"['Science Fiction', 'Fiction', 'Space Opera', 'Fantasy', 'Military Fiction', 'Young Adult', 'Dystopia']",4.1,403,1542,8429,0,
English,313,"['Erotica', 'BDSM', 'Romance', 'Contemporary', 'Menage', 'Erotic Romance', 'M F Romance']",4.33,242,115,3386,4.7,
English,302,"['New Adult', 'Romance', 'College', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'New Adult Romance']",3.76,697,250,688,3.99,
English,181,"['Romance', 'New Adult', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'BDSM']",4.06,887,163,12000,0,
English,263,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Dark', 'Novella', 'Adult']",4.25,1307,111,15300,0.99,
English,279,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotic Romance']",3.78,462,74,11000,,
English,414,"['Menage', 'Erotica', 'Romance', 'BDSM', 'M M Romance', 'M M F', 'Erotic Romance']",4.44,283,85,22125,4.99,
English,277,"['Romance', 'Contemporary Romance', 'Erotica', 'Contemporary', 'New Adult', 'Adult', 'Erotic Romance']",4.11,2125,788,237000,6.99,
English,344,"['New Adult', 'Romance', 'Young Adult', 'Dark', 'Contemporary', 'Abuse', 'High School']",4.03,1458,180,236000,3.99,
English,358,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Shapeshifters', 'Vampires', 'Werewolves']",4.3,1976,743,529000,9.99,
English,358,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Shapeshifters', 'Vampires', 'Werewolves']",4.3,1976,743,529000,9.99,
English,463,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Historical Fiction', 'Suspense', 'Adventure']",3.88,39216,21400,246000,11.99,
English,529,"['Fiction', 'Historical Fiction', 'Fantasy', 'Historical', 'Time Travel', 'Audiobook', 'Literary Fiction']",3.78,26477,10600,210000,3.99,
English,345,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Fiction', 'Adult', 'Disability']",4.24,46643,17100,929000,9.99,
English,345,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Fiction', 'Adult', 'Disability']",4.24,46643,17100,929000,9.99,
English,725,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Fiction']",4.39,27954,9820,274000,10.99,
English,323,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']",4.15,43733,13100,199000,0,
English,333,"['Romance', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Audiobook', 'Adult']",4.06,122887,48400,19000,11.99,
English,359,"['Dark', 'Romance', 'BDSM', 'Contemporary', 'Erotica', 'Abuse', 'Contemporary Romance']",4.14,6020,1631,772,0,
English,421,"['Fantasy', 'Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Paranormal']",4.47,47975,9688,328000,13.49,
English,552,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction']",4.41,33219,7492,52700,0,
English,350,"['Romance', 'Sports', 'Contemporary Romance', 'Contemporary', 'Sports Romance', 'Erotica', 'New Adult']",4.52,3725,1702,50500,0,
English,172,"['BDSM', 'Erotica']",4.48,159,17,139000,2.99,
English,565,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Fae', 'Young Adult Fantasy']",4.47,58313,37300,86700,8.21,
English,337,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Fiction']",4.08,6690,1587,36300,11.99,
English,533,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Aliens', 'Science Fiction', 'Paranormal Romance']",4.33,7587,1723,5149,6.99,
English,516,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology']",4.43,21888,9913,25900,7.99,
English,613,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Urban Fantasy', 'Fiction']",4.12,12698,3206,51176,9.99,
English,380,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Magic']",4.34,4917,809,31200,8.99,
English,260,"['BDSM', 'Erotica', 'Romance', 'Contemporary', 'Adult', 'Erotic Romance', 'Contemporary Romance']",3.95,1096,133,18400,0,
English,432,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Erotica', 'Chick Lit']",4.28,3296,517,19300,10.99,
English,432,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Erotica', 'Chick Lit']",4.28,3296,517,19300,10.99,
English,591,"['Paranormal', 'Romance', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']",4.37,4774,2057,13400,8.99,
English,312,"['Romance', 'Time Travel', 'Historical', 'Fantasy', 'Historical Romance', 'Historical Fiction', 'Adult']",4.04,3715,594,18700,5.99,
English,306,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Music', 'Humor', 'Adult']",4.25,5071,661,13964,4.99,
English,289,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Chick Lit', 'Drama']",4.13,2576,595,18000,9.99,
English,370,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Erotic Romance', 'Abuse']",4.22,2546,564,59600,2.99,
English,74,"['Thriller', 'Spanish Literature', 'European Literature', 'Mystery', 'Fiction', 'Magical Realism', 'Drama']",4.59,319,370,30300,3.99,
English,74,"['Thriller', 'Spanish Literature', 'European Literature', 'Mystery', 'Fiction', 'Magical Realism', 'Drama']",4.59,319,370,30300,3.99,
English,258,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Chick Lit', 'Drama']",4.19,1977,461,11700,9.99,
English,258,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Chick Lit', 'Drama']",4.19,1977,461,11700,9.99,
English,389,"['Young Adult', 'Dystopia', 'Fantasy', 'Romance', 'Science Fiction', 'Post Apocalyptic', 'Fiction']",4.15,3900,482,3538,11.99,
English,78,"['Romance', 'Contemporary', 'Erotica', 'Contemporary Romance', 'New Adult', 'Adult', 'Novella']",4.03,3827,1151,12400,6.99,
English,387,"['Romance', 'Contemporary Romance', 'Erotica', 'Contemporary', 'Adult', 'New Adult', 'Erotic Romance']",4.31,1814,1613,14100,,
